"Suchergebnisse"

"Zusammenfassung"
"Gespeichert am";"11.06.2023 08:28:24"
"Gesucht nach";"LB 1687"
"In Index(en)";"D:\_OA\Indice\Index.pdx"
"Anzahl gefundener Dokumente";"7"              
"Anzahl gefundener Vorkommen";"9"              

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"RA 77 1983 [2].pdf";"";"89";"de Leiden [LB 1687]. On peut y ajouter enfin le document de la "
"RA 77 1983 [2].pdf";"";"91";"palais » [LB 1687] ; le nom du centre administratif qui termine le "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"RA 77 1983.pdf";"";"84";"de Leiden [LB 1687]. On peut Y ajouter enfin le document de la "
"RA 77 1983.pdf";"";"86";"palais » [LB 1687] ; le nom du centre administratif qui termine le "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Zadok 1985 Geographical Names According to New- and Late-Babylonian Texts. RGTC 8.pdf";"";"250";"kal-la-tu4 LB 1687 (unpubl., Stol apud Cocquerillat, RA 77,166) Ensitu(?) PN "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Lorenz 2008 Nebukadnezar III-IV. Die politischen Wirren nach dem Tod des Kambyses im Spiegel der Keilschrifttexte Nebukadnezar.pdf";"";"30";"den Leidener Text LB 1687 an. NBC 4579 wird von Beaulieu (1994:29) "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Zadok 1985 Geographical Names According to New- and Late-Babylonian Texts. RGTC 8_annotated.pdf";"";"250";"kal-la-tu4 LB 1687 (unpubl., Stal apud Cocquerillat, RA 77,166) En~itu(?) "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"RGTC 8 Zadok 1985 Geographical Names According to New- and Late-Babylonian Texts.pdf";"Rgtc 8-w";"499";"ka1_1a_tu,+ LB 1687 ( unpub l . , Stol apud Cocqueri l "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Zadok 1985 Geographical Names According to New- and Late-Babylonian Texts. RGTC 8_annotated.pdf";"";"250";"kal-la-tu4 LB 1687 (unpubl., Stal apud Cocquerillat, RA 77,166) En~itu(?) "
