"Suchergebnisse"

"Zusammenfassung"
"Gespeichert am";"03.06.2023 23:32:27"
"Gesucht nach";"A 680"
"In Index(en)";"D:\_OA\Indice\Index.pdx"
"Anzahl gefundener Dokumente";"26"             
"Anzahl gefundener Vorkommen";"39"             

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Mayr_2005_SITU.pdf";"SITU 05 03 b";"46";"615 B, 676 A, 680 B, 720 A, 743 A, 760 A, 761 A, "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Milone_2004_Adab_PhD.pdf";"INTRODUZIONE";"66";"figurano nell'ordine in A 680, un registro di assegnazioni di ovini; 730, un riepilogo "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Sallaberger_2006_LMSZ.pdf";"Zettelkasten2006_09";"86";"K); S. 173; A 680 BU-BU | Volk, InŠuk., Z. 65; S. 157; "
"Sallaberger_2006_LMSZ.pdf";"Zettelkasten2006_09";"86";"65; S. 157; A 680 Lugale 169 | (mit Lok. ur2 ""tirer "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Sommerfeld_SUM_Belegsammlung.pdf";"";"430";"K); S. 173; A 680 [Leipzig–Münchner sumerischer Zettelkasten (26. 9. 2006) "
"Sommerfeld_SUM_Belegsammlung.pdf";"";"430";"65; S. 157; A 680 [Leipzig–Münchner sumerischer Zettelkasten (26. 9. 2006) "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"LMSZ.pdf";"";"127";"InŠVolk, InŠuk., Z. 56 (K); S. 173; A 680uk., Z. "
"LMSZ.pdf";"";"127";"K); S. 173; A 680 Green, Eridu, 383Green, Eridu, 383 HSAO 1, "
"LMSZ.pdf";"";"127";"BU BU | Volk, InŠuk., Z. 65; S. 157; A 680Volk, InŠuk., Z. "
"LMSZ.pdf";"";"127";"65; S. 157; A 680 bu( -bu) bu) | Katz, Netherworld (2003) "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"BiOr1986.pdf";"";"172";"Leiden, F. Or. A. 680 (tract 11). 45. Sanad al-rarlqa al-A~"

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"AfO 13 1939-41.pdf";"";"153";"5, 359; CCO, A. 680-1, 686, pi. 88, figs. 5, 6, 11 ; "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"OrNS 55 1986.pdf";"";"338";"Sh.: 1441 Shaffer A.: 680, 806 115* Shaked Sh.: 1258 Shea W. H.: 155, "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Brinkman 1991 Babylonia in the Shadow of Assyria (747-626 BC), CAH III part 2 chapter 21.pdf";"";"67";"preliminary comments in A 680. The archaeological material from this period in Babylonia is "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Selz 1995 Untersuchungen zur Götterwelt des altsumerischen Stadtstaates von Lagas OPKF 13.pdf";"";"393";"einer Göttin: II A:680; vgl. Vf.: „The Holy Drum, the Spear, and "
"Selz 1995 Untersuchungen zur Götterwelt des altsumerischen Stadtstaates von Lagas OPKF 13.pdf";"";"393";"besondere Kultstatuen: II A:680; vgl. W. Sallaberger, Ur-III Kal. S. 85f„ 114 "
"Selz 1995 Untersuchungen zur Götterwelt des altsumerischen Stadtstaates von Lagas OPKF 13.pdf";"";"393";"selbständige Gottheit(?): II A:680 + Uruk: II A:673 Lammasita'e zu Nin-MAR."

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Arnold and Hess 2014 Ancient Israel's History An Introduction to Issues and Sources.pdf";"Ancient Israel's History: An Introduction to Issues and Sources";"121";"document (ca.Â€680 BCE) recording a series of prophecies for Esarhaddon made "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Brockelmann 2016 History of the Arabic Written Tradition. Supplement Volume 2 HdO 117-S2.pdf";"";"482";"additionally Qiliè .A. 680. 23. Najm al-Din Mu.ammad b. Salim b. A.mad "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Guiseppi 2000 The Power and the Writing. The Early Scribes of Mesopotamia.PDF";"";"105";"dEn-ki in A 680 (OIP 14, 142), a text concerning sheep allocated "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Visicato 2000 Power and the Writing-Early Scribes of Mesopotamia.PDF";"";"105";"dEn-ki in A 680 (OIP 14, 142), a text concerning sheep allocated "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Delaporte 1923 Catalogue des cylindres orientaux, cachets et pierres gravées du Musée du Louvre. II. Acquisitions CCL 2.pdf";"";"74";"1854, no 446. A. 680. Mbme sujet. Dans le champ, croissant, Btoile, les sept "
"Delaporte 1923 Catalogue des cylindres orientaux, cachets et pierres gravées du Musée du Louvre. II. Acquisitions CCL 2.pdf";"";"175";"683) 6 (A.680) 9 (A.684) 1I (A.686) ."

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Volk 1995 Inanna und Shukaletuda. Zur historisch-politischen Deutung eines sumerischen Literaturwerkes SANTAG 3.pdf";"";"116";"K); S. 173; A 680 BU-BU 65; S. 157; A 680 bU4- bU4 "
"Volk 1995 Inanna und Shukaletuda. Zur historisch-politischen Deutung eines sumerischen Literaturwerkes SANTAG 3.pdf";"";"116";"65; S. 157; A 680 bU4- bU4 S. 183 bU7-bu7 A857 bur 52("

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Yang 1989 Sargonic Inscriptions from Adab PPAC I.pdf";"";"103";"I//-gar-rs. A 680 is aiso a record o f sheep expewiture, but "
"Yang 1989 Sargonic Inscriptions from Adab PPAC I.pdf";"";"130";"such information are A 680,*A 721, A 750, A 809, A 8354, A "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Schrakamp & Sallaberger 2015 History & Philology ARCANE 3.pdf";"";"54";"9 (Umma A): 680 g ur uš , 60 g ur uš ensi "

