"Suchergebnisse"

"Zusammenfassung"
"Gespeichert am";"03.06.2023 22:52:20"
"Gesucht nach";"A 664"
"In Index(en)";"D:\_OA\Indice\Index.pdx"
"Anzahl gefundener Dokumente";"19"             
"Anzahl gefundener Vorkommen";"27"             

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"4241576.pdf";"Excavations at Tall Arpachiyah, 1933";"136";"A 663 (?) A 664 (?) A 665 A 668 Middle row. Obsidian chips "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"0(6).pdf";"";"14";"XXXII, f. ""A 664. L. Delaporte, Catalogue des cylindres orientaux . . . "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"543885.pdf";"A Bronze Plaque with Relief Decoration from Tell Tainat";"14";"XXXII, f. 46 A 664. L. Delaporte, Catalogue des cylindres orientaux . .. de "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"OrNS 53 1984.pdf";"";"298";"(1984) 1884-A. 664. H au p t mann, H., Lidar Hoyiik 1981: "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"OrNS 46 1977.pdf";"";"315";"van den Branden A.: 664 van der Waerden B. L.: 1112 van Dijk J. "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Pedersén 1985 Archives and Libraries in the City of Assur. A Survey of the Material from the German Excavations. Part I. Studia Semitica Upsaliensia 6.pdf";"";"19";"Ass. 1137/38; A 664; law 0; Weidner, AIO 12, 46ff., pI. 5; Saporetti, "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Brinkman 1991 Babylonia in the Shadow of Assyria (747-626 BC), CAH III part 2 chapter 21.pdf";"";"19";"at Nippur (A 664, 147). 1 3 4 A 234, 13 Episode 4; "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Matuszak 2021 Und du, du bist eine Frau‹‹. Editio princeps und Analyse des sumerischen Streitgesprächs ›Zwei Frauen B UAVA 16.pdf";"";"299";"218 auf Frau A. 664 Oder: „Ein einziger Mann ist für mich gut "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Selz 1995 Untersuchungen zur Götterwelt des altsumerischen Stadtstaates von Lagas OPKF 13.pdf";"";"421";"in GN II A:664 ku-dasnan: II A:69 (dlku-su(-g): "
"Selz 1995 Untersuchungen zur Götterwelt des altsumerischen Stadtstaates von Lagas OPKF 13.pdf";"";"421";"su(-g): II A:664 ku4 :: DU: II A:81; vgl. FAOS 15/"
"Selz 1995 Untersuchungen zur Götterwelt des altsumerischen Stadtstaates von Lagas OPKF 13.pdf";"";"432";"PA.SIKIL: II A:664, 666 sur: II A:ll03 sur nicht= urbatum: II "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
