"Suchergebnisse"

"Zusammenfassung"
"Gespeichert am";"20.05.2023 02:42:48"
"Gesucht nach";"A 132"
"In Index(en)";"D:\_OA\Indice\Index.pdx"
"Anzahl gefundener Dokumente";"105"            
"Anzahl gefundener Vorkommen";"208"            

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Bejamin de Tudela.pdf";"";"177";"74s i ; A 132. - a1 R lS_1? (sic) cjn' '"

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Sallaberger_2006_LMSZ.pdf";"Zettelkasten2006_09";"583";"arranged, to prepare"": A 132 // 133; [usw.]) si-sa2 | Volk, In.uk., "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"cad_m2 [1977].pdf";"Untitled";"260";"e OB Lu A 132 and, wr. mu-fsul-ki OB Lu D 73. "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"cad_e [1958].pdf";"Untitled";"253";"e OB Lu A 132. epiÅò nahlapti s.; maker of cloaks; Bogh.*; cf. "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"cad_m1 [1977].pdf";"Untitled";"393";"ni Hh. VII A 132, also Hg. B II 84, in MSL 6 110; "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"cad_p [2005].pdf";"Untitled";"388";"zu] Recip. Ea A 132, MIN (= ki-si) U.PIRIG = [ pi-"

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"PSD 1 2 A2 [1994].pdf";"";"38";"favorable omen"" Enlilbani A 132-135; az-agz-ga2-sas-ga-diskur-ta """

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"PSD 1 3 A3 [1998].pdf";"";"88";"kee OB Lu A 132 (MSL 12, 161); also OB Lu B iv "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Mittermayer 2006 Altbabylonische Zeichenliste OBO S.PDF";"";"29";"bil. gibil GiH A 132 NIMM F1 57A, I I I I Lgbd I1 "
"Mittermayer 2006 Altbabylonische Zeichenliste OBO S.PDF";"";"75";"@@M GiH A 132 NiMM InanaC29G+Gb InDesc 204 E &4 * "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Mittermayer 2006 Altbabylonische Zeichenliste [2] OBO S.pdf";"";"29";"LU 3231' Gi1J. A 132 NiMM LSU 320 C Instr.Sur. 213 C, 173 "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
