"Suchergebnisse"

"Zusammenfassung"
"Gespeichert am";"03.06.2023 23:51:55"
"Gesucht nach";"A 697"
"In Index(en)";"D:\_OA\Indice\Index.pdx"
"Anzahl gefundener Dokumente";"22"             
"Anzahl gefundener Vorkommen";"28"             

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"PSD 1 3 A3 [1998].pdf";"";"64";"Adab p. 210 A 697:2. 6.4 ak (denoting a procedure used in "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Gs Birot.pdf";"";"50";"de Rabbéens -A.697 [XXVI/3]: affaire de gens du Yumhammû -"
"Gs Birot.pdf";"";"179";"A.656: 96 A.697: 95 A.713: 324 A.721: 328-329 A."

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"WZKM1981.pdf";"";"231";"678, 1415,1830,1881 Arkaym, A. 697 Al'magan, S. 923 Amakis, G. 780 Arnaudova, M. 1204 "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"4241610.pdf";"The Excavations at Tall Chagar Bazar and an Archaeological Survey of the Habur Region. Second Campaign, 1936";"40";"S.) No. 5. A 697. Dog. Ht. 3 cm. Site B.D. Early level "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"AfO 7 1951-52.pdf";"";"50";"Delaporte, pi. 89, A 697, kniet der Adorant zweima l in gleicher Ha ltung "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"OrNS 16 1947.pdf";"";"85";"Louvre), A. 696, A. 697; L. Legrain, The Cttlfore of the Babylonians (PBS "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"OrNS 38.2 1969.pdf";"";"170";"195 Levine, B. A.: 697, 768 Levy, J. Ph.: 827 Levy, S.: 128 Lewy, "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Selz 1995 Untersuchungen zur Götterwelt des altsumerischen Stadtstaates von Lagas OPKF 13.pdf";"";"423";"in GN: II A:697 lugal theophores Element in PN: II A:411; vgl. "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
